githup 9-20央视,#genre#
12,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%92%AA%E5%92%95/%E5%92%AA%E5%92%95.php?ID=cctv12
13,http://go.bkpcp.top/mg/cctv13
13,http://106.53.99.30/tv/hot.php?id=cctv13
13,http://j.s.bkpcp.top/jj/cctv13
13,http://183.222.242.31:8088/hls/13/index.m3u8
13,http://tencentplaygsm.gztv.com/live/jingsai.m3u8
13,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%92%AA%E5%92%95/%E5%92%AA%E5%92%95.php?ID=cctv13
13,http://106.53.99.30/tv/api.php?id=cctv13
13,http://106.53.99.30/tv/api.php?id=cctv13-1
13,http://106.53.99.30/tv/jzb.php?id=cctv13
14,http://106.53.99.30/tv/hot.php?id=cctv14
14,http://j.s.bkpcp.top/jj/cctv14
14,http://183.222.242.31:8088/hls/14/index.m3u8
14,http://106.53.99.30/tv/jzb.php?id=cctv14
14,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%92%AA%E5%92%95/%E5%92%AA%E5%92%95.php?ID=cctv14
15,http://go.bkpcp.top/mg/cctv15
15,http://j.s.bkpcp.top/jj/cctv5
15,http://183.222.242.31:8088/hls/15/index.m3u8
15,http://106.53.99.30/tv/hot.php?id=cctv15
15,http://106.53.99.30/tv/jzb.php?id=cctv15
15,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%92%AA%E5%92%95/%E5%92%AA%E5%92%95.php?ID=cctv15
16,http://go.bkpcp.top/mg/cctv16
16,http://j.s.bkpcp.top/jj/cctv16
16,http://106.53.99.30/tv/hot.php?id=cctv16
17,http://go.bkpcp.top/mg/cctv17
17,http://j.s.bkpcp.top/jj/cctv17
17,http://106.53.99.30/tv/jzb.php?id=cctv17
17,http://106.53.99.30/tv/hot.php?id=cctv17
17,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%92%AA%E5%92%95/%E5%92%AA%E5%92%95.php?ID=cctv17

💫多线路卫视9-20,#genre#
CHC家庭影院,http://106.53.99.30/tv/hot.php?id=jtyy
CHC动作电影,http://106.53.99.30/tv/hot.php?id=dzdy
CHC影迷电影,http://106.53.99.30/tv/hot.php?id=ymdy
湖南卫视,http://106.53.99.30/tv/hot.php?id=hunws
湖南卫视,http://j.s.bkpcp.top/jj/hunws
湖南卫视,http://183.222.242.31:8088/hls/18/index.m3u8
湖南卫视,http://106.53.99.30/tv/jzb.php?id=hunws
北京卫视,http://106.53.99.30/tv/hot.php?id=bjws
北京卫视,http://j.s.bkpcp.top/jj/bjws
北京卫视,http://183.222.242.31:8088/hls/22/index.m3u8
北京卫视,http://106.53.99.30/tv/jzb.php?id=bjws
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://l.cztvcloud.com/channels/lantian/SXpinghu3/720p.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://106.53.99.30/tv/hot.php?id=zjws
浙江卫视,http://j.s.bkpcp.top/jj/zjws
浙江卫视,http://183.222.242.31:8088/hls/20/index.m3u8
浙江卫视,http://106.53.99.30/tv/jzb.php?id=zjws
安徽卫视,http://106.53.99.30/tv/jzb.php?id=ahws
安徽卫视,http://183.222.242.31:8088/hls/32/index.m3u8
广东卫视,http://106.53.99.30/tv/hot.php?id=gdws
广东卫视,http://106.53.99.30/tv/jzb.php?id=gdws
广东卫视,http://j.s.bkpcp.top/jj/gdws
广东卫视,http://183.222.242.31:8088/hls/23/index.m3u8
广西卫视,https://hlscdn.liangtv.cn/live/de0f97348eb84f62aa6b7d8cf0430770/dd505d87880c478f901f38560ca4d4e6.m3u8
广西卫视,http://106.53.99.30/tv/jzb.php?id=gxws
江苏卫视,http://106.53.99.30/tv/hot.php?id=jsws
江苏卫视,http://j.s.bkpcp.top/jj/jsws
江苏卫视,http://183.222.242.31:8088/hls/19/index.m3u8
江苏卫视,http://106.53.99.30/tv/jzb.php?id=jsws
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
东方卫视,http://106.53.99.30/tv/hot.php?id=dfws
东方卫视,http://j.s.bkpcp.top/jj/dfws
东方卫视,http://183.222.242.31:8088/hls/21/index.m3u8
东方卫视,http://8.138.7.223/tv/shtv.php?id=dfws
东方卫视,http://106.53.99.30/tv/jzb.php?id=dfws
陕西卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/shan3xiws/57/20220809/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=
陕西卫视,http://106.53.99.30/tv/hot.php?id=sxws
陕西卫视,http://j.s.bkpcp.top/jj/sxws
陕西卫视,http://106.53.99.30/tv/jzb.php?id=sxws
江西卫视,http://106.53.99.30/tv/hot.php?id=jxws
江西卫视,http://j.s.bkpcp.top/jj/jxws
江西卫视,http://183.222.242.31:8088/hls/29/index.m3u8
江西卫视,http://106.53.99.30/tv/jzb.php?id=jxws
湖北卫视,http://106.53.99.30/tv/hot.php?id=hubws
湖北卫视,http://j.s.bkpcp.top/jj/hubws
湖北卫视,http://183.222.242.31:8088/hls/28/index.m3u8
湖北卫视,http://106.53.99.30/tv/jzb.php?id=hbws
吉林卫视,http://j.s.bkpcp.top/jj/jlws
吉林卫视,http://106.53.99.30/tv/hot.php?id=jlws
青海卫视,http://j.s.bkpcp.top/jj/qhws
青海卫视,http://106.53.99.30/tv/hot.php?id=qhws
青海卫视,http://106.53.99.30/tv/jzb.php?id=qhws
河南卫视,http://tvpull.dxhmt.cn:9081/tv/11425-1.m3u8
河南卫视,http://183.222.242.31:8088/hls/35/index.m3u8
河南卫视,http://106.53.99.30/tv/hot.php?id=hnws
河南卫视,http://106.53.99.30/tv/jzb.php?id=henws
东南卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
东南卫视,http://j.s.bkpcp.top/jj/dnws
东南卫视,http://183.222.242.31:8088/hls/30/index.m3u8
东南卫视,http://106.53.99.30/tv/hot.php?id=dnws
东南卫视,http://106.53.99.30/tv/jzb.php?id=dnws
海南卫视,http://106.53.99.30/tv/hot.php?id=hinws
海南卫视,http://j.s.bkpcp.top/jj/hinws
海南卫视,http://106.53.99.30/tv/jzb.php?id=hainws
重庆卫视,http://106.53.99.30/tv/hot.php?id=cqws
重庆卫视,http://j.s.bkpcp.top/jj/cqws
重庆卫视,http://183.222.242.31:8088/hls/27/index.m3u8
重庆卫视,http://106.53.99.30/tv/jzb.php?id=cqws
黑龙江卫视,http://106.53.99.30/tv/hot.php?id=hljws
黑龙江卫视,http://j.s.bkpcp.top/jj/hljws
黑龙江卫视,http://183.222.242.31:8088/hls/26/index.m3u8
黑龙江卫视,http://106.53.99.30/tv/jzb.php?id=hljws
吉林卫视,http://106.53.99.30/tv/hot.php?id=jlws
吉林卫视,http://j.s.bkpcp.top/jj/jlws
吉林卫视,http://106.53.99.30/tv/jzb.php?id=jlws
内蒙古卫视,http://106.53.99.30/tv/hot.php?id=nmgws
内蒙古卫视,http://j.s.bkpcp.top/jj/nmgws
内蒙古卫视,http://cssbyd.imwork.net:8082/hls/44/index.m3u8
甘肃卫视,http://106.53.99.30/tv/hot.php?id=gsws
甘肃卫视,http://j.s.bkpcp.top/jj/gsws
甘肃卫视,http://106.53.99.30/tv/jzb.php?id=gsws
河北卫视,https://jwplay.hebyun.com.cn/live/hbwstv/1500k/tzwj_video.m3u8
河北卫视,http://j.s.bkpcp.top/jj/hbws
河北卫视,http://183.222.242.31:8088/hls/33/index.m3u8
河北卫视,http://106.53.99.30/tv/hot.php?id=hbws
河北卫视,http://106.53.99.30/tv/jzb.php?id=hebiws
山西卫视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
山西卫视,http://106.53.99.30/tv/hot.php?id=sxiws
山西卫视,http://j.s.bkpcp.top/jj/sxiws
山东卫视,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
山东卫视,http://106.53.99.30/tv/hot.php?id=sdws
山东卫视,http://j.s.bkpcp.top/jj/sdws
山东卫视,http://183.222.242.31:8088/hls/25/index.m3u8
山东卫视,http://106.53.99.30/tv/jzb.php?id=sdws
深圳卫视,http://106.53.99.30/tv/hot.php?id=szws
深圳卫视,http://j.s.bkpcp.top/jj/szws
深圳卫视,http://106.53.99.30/tv/jzb.php?id=szws
云南卫视,http://106.53.99.30/tv/hot.php?id=ynws
贵州卫视,http://j.s.bkpcp.top/jj/gzws
贵州卫视,http://183.222.242.31:8088/hls/31/index.m3u8
贵州卫视,http://106.53.99.30/tv/hot.php?id=gzws
贵州卫视,http://106.53.99.30/tv/jzb.php?id=gzws
四川卫视,http://j.s.bkpcp.top/jj/scws
四川卫视,http://183.222.242.31:8088/hls/17/index.m3u8
四川卫视,http://106.53.99.30/tv/hot.php?id=scws
四川卫视,http://106.53.99.30/tv/jzb.php?id=scws
新疆卫视,http://106.53.99.30/tv/hot.php?id=xjws
新疆卫视,http://j.s.bkpcp.top/jj/xjws
新疆卫视,http://106.53.99.30/tv/jzb.php?id=xjws
西藏卫视,http://106.53.99.30/tv/hot.php?id=xzws
西藏卫视,http://j.s.bkpcp.top/jj/xzws
辽宁卫视,http://106.53.99.30/tv/jzb.php?id=lnws
辽宁卫视,http://183.222.242.31:8088/hls/34/index.m3u8
天津卫视,http://106.53.99.30/tv/jzb.php?id=tjws
天津卫视,http://183.222.242.31:8088/hls/24/index.m3u8
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8
海峡卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/haixiaws/57/20230724/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=
大湾区卫视,http://106.53.99.30/tv/hot.php?id=dwqws
大湾区卫视,http://j.s.bkpcp.top/jj/dwqws#9-20失效
安多生活,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd
山东教育,https://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8

👉地方影视频道8-20更新,#genre#
01四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
01峨眉电影,http://218.89.240.144:59901/tsfile/live/1011_1.m3u8
01金堂电视台,http://live.jtxwzx.com.cn:80/jtdst/hd/live.m3u8
02成都1,http://183.221.92.176:50080/hls/21/index.m3u8
02成都2,http://183.221.92.176:50080/hls/22/index.m3u8
02四川文化,http://112.44.232.224:55080/hls/26/index.m3u8
02四川新闻,http://112.44.232.224:55080/hls/27/index.m3u8
02四川影视,http://112.44.232.224:55080/hls/28/index.m3u8
02四川科教,http://112.44.232.224:55080/hls/29/index.m3u8
02四川乡村,http://112.44.232.224:55080/hls/30/index.m3u8
02四川电影,http://112.44.232.224:55080/hls/31/index.m3u8
02四川卫视,http://183.221.92.176:50080/hls/16/index.m3u8
02四川经济,http://183.221.92.176:50080/hls/18/index.m3u8
03德阳公共频道,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8#失效
03德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
03德阳罗江新闻综合,http://pull.luojiangrongmei.com/ljds/ljtv.m3u8
03达州公共频道,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
03达州新闻,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
03达州新闻,http://tv.drs.dzxw.net:80/channellive/xwzhpd-dz1.flv
03达州通川频道,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
04广元公共,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8
04广元综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel100999/playlist.m3u8
04广元剑阁综合,https://tvfile.scjgtv.cn:443/nmip-media/channellive/channel104126/playlist.m3u8#3-22
04广元剑阁综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel105549/playlist.m3u8
04广元旺苍新闻综合,http://channel.wcrmt.cn:80/nmip-media/channellive/channel105268/playlist.m3u8
04广元旺苍新闻综合,http://channel.wcrmt.cn:80/nmip-media/channellive/channel105268/playlist.m3u8#3-22
04广元昭化综合频道,http://live.zhgbtv.cn:3100/hls/kwqtkbbi/index.m3u8#3-22
04广元朝天综合,https://m3u8.channel.dzsm.com:443/nmip-media/channellive/channel104601/playlist.m3u8#3-22
04广元朝天综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel104601/playlist.m3u8
04广元朝天综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel104601/playlist.m3u8
04广元青川新闻综合,http://qcfile.qcrmt.com:80/nmip-media/channellive/channel100933/playlist.m3u8
04广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
04广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
04南充南部新闻综合,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8
04营山,https://file.ysxtv.cn/nmip-media/channellive/channel101492/playlist.m3u8
05自贡公共,http://110.189.153.160:1002/ggpd.flv
05自贡综合,http://110.189.153.160:1001/zhpd.flv
05泸州公共,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8
05泸州叙永综合频道,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
05泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
05泸州科教,http://file.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
05泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
05乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd

05宜宾叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
05宜宾长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
06眉山青神综合频道,http://lmt.scqstv.com/live1/live1.m3u8
06乐山,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel1/playlist.m3u8#3-22
06乐山五通桥综合频道,https://play.wtqrm.com:443/qtwz/wtqzb.m3u8?auth_key=1663323505-0-0-01843919c015a267038d6e00fd1e1519#3-22
06乐山井研新闻综合,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8#3-22
06乐山井研新闻综合,http://tvfile.jyrmt.cn/nmip-media/channellive/channel104452/playlist.m3u8
06乐山沙湾综合频道,http://tvfile.swrmt.com:80/nmip-media/channellive/channel100064/playlist.m3u8#失效
06乐山犍为新闻综合,http://r8.vzan.com:80/v/slowlive_230559508552681163.m3u8#3-22
06雅安新闻综合,https://play.yunxya.com/channellive/xinwen.m3u8
06雅安名山综合,https://m3u8channel-bx.yunxya.com/nmip-media/channellive/channel104666/playlist.m3u8
06雅安雨城综合,https://m3u8channel-yc.yunxya.com/nmip-media/channellive/channel100103/playlist.m3u8
07金川乡村频道,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
07金川新闻综合,http://139.203.180.9:90/live/zhxw.m3u8
07金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8#失效
07阿坝松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
07阿坝汶川新闻综合👉,http://live.iwcmt.cn:90/live/zhxw.m3u8
07阿坝黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
07西昌综合频道,http://xcfb.screx.com.cn:18085/hlsnew1/channel1.m3u8#3-22
07凉山彝语综合,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
07凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
07甘孜康定新闻综合 假的
07甘孜德格综合频道,http://dgfile.ganzitv.com:80/nmip-media/channellive/channel101955/playlist.m3u8
07甘孜综合👉,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
07甘孜综合👉,https://m3u8channel.ganzitv.com/nmip-media/channellive/channel1/playlist.m3u8
07凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
08重庆璧山综合,http://222.179.42.129:8181/hls1.m3u8
08重庆璧山综合,http://222.179.42.129:8181/hls1.m3u8?zzhongqd
08重庆荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
08重庆铜梁综合,http://183.64.174.171:40123/ch1.m3u8
08重庆垫江综合,http://play-sh.quklive.com/live/1672366847646284.m3u8
08重庆利州综合频道,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
08重庆江津新闻,http://222.179.155.21:1935/ch1.m3u8
08重庆潼南综合频道,http://183.230.184.51:65500/tntv1.m3u8
08重庆巴南综合频道,http://live.cqbntv.com/bnmc/tv0709.m3u8
08重庆云阳综合频道,https://live.yunyangwang.com/live/dszb.m3u8
08重庆合川综合频道,http://125.62.24.72:8030/ch0.m3u8

贵州清镇新闻TV1,http://pili-live-rtmp.143.i2863.com/i2863-143/live_143_397273.m3u8?zguizd
贵州.安顺新闻综合,http://hplayer1.juyun.tv/camera/154379194.m3u8
贵州.安顺公共频道,http://hplayer1.juyun.tv/camera/154526164.m3u8
贵州毕节七星关电视台,https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8
贵州六盘水新闻,https://tvfile.lpsrtv.com/nmip-media/channellive/channel110181/playlist.m3u8
贵州六盘水公共,https://tvfile.lpsrtv.com/nmip-media/channellive/channel110983/playlist.m3u8
贵州黔南1,http://tvfile.qntv.net/nmip-media/channellive/channel108689/playlist.m3u8
贵州黔南1,rtmp://tv.qntv.net/channellive/ch1

福建云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8
福建云霄综合,https://live.zzyxxw.com:2443/live/xwzh.m3u8

湖北科教文旅,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
湖北崇阳综合,http://61.184.176.248:10500/live/live.m3u8
湖北荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
湖北荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
湖北黄陂新闻,http://livehprm.hptv.com.cn/zbpd/sd/live.m3u8
湖北十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8

湖南国际,http://php.jdshipin.com:8880/iptv.php?id=hngj
湖南娱乐,http://php.jdshipin.com:8880/iptv.php?id=hnyl
湖南湘潭新聞綜合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8?zhund
湖南爱晚,http://php.jdshipin.com:8880/iptv.php?id=hngg
湖南爱晚,http://p2.vzan.com/527645544/149039617847513156/live.m3u8

湖南电视剧,http://php.jdshipin.com:8880/iptv.php?id=hndsj
湖南电视剧,http://tvbox6.icu/tv/mgtv.php?id=484
湖南经视,http://php.jdshipin.com:8880/iptv.php?id=hnjs
湖南都市,http://php.jdshipin.com:8880/iptv.php?id=hnds

上海嘉定电视台,https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8#失效
上海东方卫视,http://8.138.7.223/tv/shtv.php?id=dfws
上海新纪实,http://8.138.7.223/tv/shtv.php?id=xjs
上海新闻综合,http://8.138.7.223/tv/shtv.php?id=xwzh
上海魔都眼,http://8.138.7.223/tv/shtv.php?id=mdy
上海乐游,http://8.138.7.223/tv/shtv.php?id=ly
上海第一财经,http://8.138.7.223/tv/shtv.php?id=dycj
上海都市,http://8.138.7.223/tv/shtv.php?id=ds

云南怒江新闻综合,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8
云南文山新闻,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv?zyund
云南麻栗坡电视台,http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv?zyund
云南👉易门综合,https://zb-live.ynurl.com/yimen/3b75a2f9-7941-46b7-992d-a9796fbca5fe.m3u8
云南👉玉溪通海电视台,https://zb-live.ynurl.com/tonghai/3bfe3a9e-48e6-4c1e-8770-1df66447cc6c.m3u8
云南👉陇川综合,https://zb-live.ynurl.com/longchuan/58f88df3-605e-4c57-865c-8e8f85241ca1.m3u8

内蒙古可克达拉综合,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8
内蒙农牧,http://play1-qk.nmtv.cn:80/live/1686561299036179.m3u8
内蒙古文体娱乐,http://play1-qk.nmtv.cn/live/1686561195713372.m3u8
内蒙古经济生活,http://play1-qk.nmtv.cn/live/1686562470947181.m3u8

吉林市桦甸综合http://stream10.jlntv.cn/huadian/sd/live.m3u8
吉林市永吉综合http://stream10.jlntv.cn/yongji/sd/live.m3u8
吉林延边珲春新闻综合http://stream8.jlntv.cn/hctv/sd/live.m3u8
吉林白山靖宇综合频道http://stream8.jlntv.cn/jytv/sd/live.m3u8
吉林省通化柳河综合http://stream5.jlntv.cn/lh/sd/live.m3u8
吉林辽源东丰综合http://stream5.jlntv.cn/df/sd/live.m3u8
吉林辽源东辽综合http://stream5.jlntv.cn/dl/sd/live.m3u8
吉林通化辉南新闻综合http://stream5.jlntv.cn/hn/sd/live.m3u8
吉林长春九台综合http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8
吉林长春双阳综合http://stream11.jlntv.cn/shuangyang/sd/live.m3u8
